javanese,indonesian
Warga nemokne 2.910 keping ktp-el ning suketan,Warga temukan 2.910 keping ktp-el di semak belukar
"Aku seneng karo aplikasi gojek, gawe gampang kanggo akeh aktivitas","Saya senang dengan aplikasi gojek, memudahkan dalam banyak aktivitas"
"Aku tau instal traveloka, nanging merga ora kangge akhire aku uninstal eneh","Aku pernah instal traveloka, tapi karena tidak terpakai akhirnya aku uninstal lagi"
"Panggone apik dingge poto-poto, lak andem pisan udarane, nanging ojo coba-coba mangan ning kono, wis regane larang, ora enak pisan, gela wis","Tempatnya bagus buat foto foto, dan sejuk lagi udaranya, tapi jangan coba coba makan di situ, sudah harganya mahal, tidak enak lagi, menyesal deh"
"Emane, handphone xiaomi apa wae ora isa yen mung tuku 16 gb amarga software gawanane kuwi gede banget","Sayangnya, handphone xiaomi apa pun tidak bisa kalau cuma beli 16 gb karena software bawaannya itu gede banget"
Iki ana urnag ning walike watu ben bocahe kuwi dipilih dadi wakil presiden.,Ini ada udang dibalik batu supaya anaknya itu dipilih jadi wakil presiden.
"Seneng banget karo menu kentang panggange. Dingge rega, standar steak lah. Rasane sebanding karo rega. Menurutku suwasanan panggone cukup nyaman lan ana taman ning bagian tengahe. Restoran sing wajib diparani lak nyang bandung maneh!:","Suka banget dengan menu kentang panggangnya. Untuk harga, standar steak lah. Rasa sebanding dengan harga. Menurut saya suasana tempatnya cukup nyaman dan ada taman di bagian tengahnya. Restoran yang wajib saya kunjungi kalau ke bandung lagi!:"
"Kafe iyup karo suwasana ndesa lan alas madu apik karo coban cilik sing apik dingge rasa cukup enak lan rega ora tek larang, direkomendasikne kanggo sakkabehe","Kafe rindang dengan suasana pedesaan dan hutan berpadu apik dengan air terjun kecil yang indah untuk rasa cukup enak dan harga yang tidak telalu mahal, direkomendasikan bagi semuanya"
Utekmu nyatane mung segede neker.,Otakmu nyatanya hanya sebesar kelereng.
Dadi bosen. Kabeh film uwis ditonton lan saiki mati gaya.,Jadi bosan. Semua film sudah ditonton dan sekarang mati gaya.
Bapak kumis kandel kuwi nyebrang nganggo zebra cross,Bapak berkumis lebat itu menyebrang menggunakan zebra cross
"Akeh komen ana ing tripadvisor kang nggawe aku penasaran, nganggo modal weteng kosong supaya isa mangan lontong padang kesenenganku jebule bener-bener nggawe kuciwa, akhire aku mung njaluk dibungkusna wae selera mangan dadi luntur. Egek mending mangan lontong padang sek ana ing itb, kanggo rasa isih adoh","Banyak komen di tripadvisor membuat saya penasaran, bermodalkan perut kosong supaya melahap lontong padang kesukaan saya ternyata benar-benar membuat kecewa, akhirnya saya cuma minta dibungkus saja selera makan pun menjadi luntur. Masih mending makan lontong padang yang di itb, untuk rasa masih jauh"
Kangelan tenan selfie kanggo si samsung galaxy. Sek penting usaha lan tetep nyanyi,Susah payah selfie demi si samsung galaxy. Yang penting usaha dan tetap bernyanyi
"Panganane enak, suwasanane asri tenan lan adem kanthi akeh wit-witan, lan suwara banyu kali sing mili kanggo nambah nyaman lan tentrem. Pelayanan sing cepet dadi dhewe ora ngenteni suwi. Ana panggonan kanggo solat sing nyaman. Menu panganane enak regane kajangkau","Makanan enak, suasana sangat asri dan sejuk dengan banyak pepohonan, dan suara air sungai yang mengalir buat tambah nyaman dan tenang. Pelayanan yang cepat sehingga kita tidak menunggu lama. Ada ruang salat yang nyaman. Menu makanan enak harga terjangkau"
"Ora tau bose! Saka tahun 1996 aku kapisan kenal pithik goreng suharti, aku langsung ngomong iki pithik paling top sing uwis tahu aku pangan. Resep rahasia lan bumbu kremese nambah cita rasa dhewek saka pithik goreng legendaris asli indonesia iki","Tidak pernah bosan! Dari tahun 1996 saya pertama kali kenal ayam goreng suharti, saya langsung katakan inilah ayam paling top yang pernah saya makan. Resep rahasia dan bumbu kremesnya menambah cita rasa tersendiri dari ayam goreng legendaris asli indonesia ini"
"Promone ngapusi apa piye ya. Dicek jerene ana promo 77 ewu tapi kuota 30 gb diskon 40% saka rega asline, pas aku ngisi pulsa kabehe 80 ewu urung di daftarne apa-apa wis ke kethok 5 ewu. Nyapo isa ngono ya? Gela seh.","Promonya menipu atau gimana ya. Dicek katanya ada promo 77 ribu dapat kuota 30 gb diskon 40% dari harga aslinya, pas saya isi pulsa sebesar 80 ribu belum di daftarkan apa-apa sudah banyak ke potong 5 ribu. Kenapa bisa begitu ya? Kecewa sih."
Alternatif jasa resik-resik ing jakarta. Aku uwes nyoba. Saksuwene iki hasile luwih oke saka sing liya,Alternatif jasa bersih-bersih di jakarta. Aku udah nyobain. Sejauh ini hasilnya lebih oke dari yang lain
"Bojoku tuku sawetara barang ing toko sing padha, lan abote hurung nganti 1 kilo, nganggo pengiriman via gosend, dikenakake ongkir 2x, kurang ngajar!","Istri saya beli beberapa produk di toko yang sama, dan beratnya belum sampai 1 kilo, menggunakan pengiriman via gosend, dikenakan ongkir 2x, kurang ajar!"
Ngapa aku maca pernyataan sikap para calon ketua umum iki kabehane mbosenake. Kaya embuhlah.,Kenapa aku baca pernyataan sikap para calon ketua umum ini semuanya membosankan. Macam entahlah.
"Dijeki kanca wektu isih kuliah, jarene satene enak... nanging sakwise njajal kurang mlebu karo seleraku... hehe mung opiniku.","Diajakin teman waktu masih kuliah, katanya satenya enak... tapi setelah dicoba kurang masuk sama selera saya... hehe hanya opini saya."
"Kesel ning perjalanan sing lumayan adoh saka kutha kebayar karo suwasanan lan lezate panganan, disempurnakne karo pelayanan sing grapyak lan cepet saka pramusaji. Aja lali milih desert buah stroberi seger dihidangne karo susu coklat, sampeyan bakale ketagihan.","Lelah dalam perjalanana yang lumayan jauh dari kota terbayar dengan suasana dan lezatnya hidangan, disempurnakan dengan pelayanan yang ramah serta cepat dari pramusaji. Jangan lupa pilih desert buah stroberi segar dihidangkan dengan susu coklat, anda akan ketagihan."
"Parkirane sabenere amba, nanging amarga pengunjung akeh, dhewe kudu parkir ing pinggir dalan. Nanging petugas keamanan tenan ngrewangi ngarahake. Kesan ora patia amba, saamba omah tuwa standar, nanging jebule ing njero ana ruang sing amba. Ana kursi lan sofa werna-werna jenise, meh ora kabeh padha, nanging kesane dadi nyenengake kanggo ngumpul.","Parkiran sebenarnya luas, tapi karena pengunjung banyak, kami harus parkir di pinggir jalan. Namun petugas keamanan sangat helpul mengarahkan. Kesan tidak terlalu luas, selebar rumah tua standar, namun ternyata di dalam terdapat ruang yang luas. Terdapat kursi dan sofa berbagai jenis, hampir tidak sama semua, namun kesannya jadi menyenangkan untuk kumpul."
"Panganan ing kene lumayan enak, nanging regane cukup dhuwur ngrumangsaku. Dhewe njupuk pondokan ing area kaya sawah-sawah, pas mangan teka cukup akeh laler. Sempet jengkel sediluk amarga sing takjaluk lilin rada suwi ditanggepi. Pelayan sing nggawa panganan suwi lagi wae naggepi pesenan, paling isih anyaran.","Makanan di sini cukup enak, tapi harganya cukup tinggi menurut saya. Kami mengambil pondokan di area seperti persawahan, saat makanan datang cukup banyak lalat. Sempat kesal sesaat karena permintaan lilin agak lambat direspons. Pelayan yang membawa makanan lama baru menanggapi pesanan, mungkin masih baru."
"Panggon mangan iki sebenere lumayan menarik merga rena-rena kuliner indonesia ana ning panggon iki. Nanging sayang, paling merga ora tek menarik, dadi jumlah pengunjung rasane ngeluwihi kapasitas panggon sing kasadia, dadi kesane sesek","Tempat makan ini sebetulnya cukup menarik karena berbagai kuliner indonesia tersedia di tempat ini. Namun sayang, mungkin karena terlalu menarik, jadi jumlah pengunjung rasanya melebihi kapasitas tempat yang tersedia, jadi terkesan sesak"
"Ora ana matine nyusuri kafe ing bandung. Kalebu panggonan iki, apik banget panggonane, kopi lattene uga pas kanggo ilatku. Rega? Unda-undi.","Tidak ada matinya menyusuri kafe di bandung. Termasuk tempat ini, bagus tempat banget deh, kopi lattenya juga pas dengan lidah saya. Harga? Setimpallah."
"Pengalaman sing cukup seru, mangan tanpa lambaran piring, nanging mung nganggo lambaran godhong, tambah nikmat. Panganan sunda sing akeh variasine lan cukup enak. Tipse: Aja kegawa emosi lan kakehan mesen lan milih kabeh panganan sing disediakake biasane kalap yen uwis ndhelok panganan macem-macem kaya kuwi. Milih sakperlune.","Pengalaman yang cukup seru, makan tanpa alas piring, tapi hanya dengan alas daun, makin nikmat. Makanan sunda yang sangat bervariatif dan cukup enak. Tipsnya: Jangan terbawa emosi dan kalap memesan dan memilih semua makanan yang disediakan biasanya kalap kalau sudah melihat makanan macam-macam begitu. Pilih seperlunya."
"Pemandangan sing luar biasa saka kafe iki, nyajikake sentuhan cemoro lan eksotise alam alas raya bandung. Kajaba iku pangananan lan ombean sing isa diomong murah banget. Keren!","Pemandangan yang luar biasa dari kafe ini, menyajikan sentuhan cemara dan eksotisnya alam hutan raya bandung. Selain itu makanan dan minuman yang terbilang murah banget. Keren!"
"Wektu pertama buka lumayan. Nanging saya rene kualitase saya medhuk. Mine kurang rasa, uga kuahe.","Waktu pertama buka lumayan. Tetapi makin ke sini kualitasnya menurun. Minya kurang rasa, juga kuahnya."
"Resto panggonan mangan wedhus bakar sing tak rekomendasikake sewektu kowe dolan marang kota iki. Wedhus bakare enak, gurih ditambah adoh saka sing jenenge mambu wedhus lan empuk. Sop buntute ora kalah sedepe. Panggonane uga asik banget, uga cocok sing pengen ngentekake wektu bareng kaluwarga utawa kanca.","Resto tempat makan kambing bakar yang saya rekomendasikan sewaktu anda berkunjung ke kota ini. Kambing bakarnya enak, gurih plus jauh dari yang namanya bau kambing serta empuk. Sop buntutnya pun tidak kalah sedapnya. Tempatnya pun asyik banget, cocok juga buat yang ingin menghabiskan waktu bareng keluarga atau teman."
"Penasaran karo ulasane uwong, spesial nggolek wektu marang warung sale. Wiwitane semangat. Nembus macet. Demilah. Nanging kuciwa karo dalane. Kajaba adoh, kondisi dalane sek elek nggawe semangate wiwit luntur. Phisik bangunane unik, ana musik lift. Kapasitas ruangane kabatas kayane. Menu cukup unik lan kreatif. Nanging hurung cukup ndhuwe rega ngobati kuciwane lelungane.","Penasaran dengan ulasan orang, spesial cari waktu ke warung sale. Awalnya semangat. Menembus macet. Demilah. Tapi kecewa dengan jalannya. Selain jauh, kondisi jalan yang buruk membuat semangat mulai luntur. Phisik bangunan unik, ada musik lift. Kapasitas ruangan terbatas kayaknya. Menu cukup unik dan kreatif. Tapi belum cukup berharga mengobati kecewanya perjalanan."
Minggu wingi ning kampungku sempet ana jaringan 4G,Minggu kemarin di kampung saya sempat ada jaringan 4G
"Yen marang rene nyiapake weteng kosong ya amarga ing kene konsepe bisa mangan saknemene. Puas banget mangan ning kene, pas kok karo regane. Aku senenge sego goreng, enak banget.","Kalau ke sini menyiapkan perut kosong ya karena di sini konsepnya bisa makan sepuasnya. Puas banget makan di sini, sesuai kok sama harganya. Aku sukanya nasi goreng, enak banget."
Kanggo nakokake kredit mandiri finance bisa uga ing kene.,Untuk menanyakan kredit mandiri finance bisa di sini juga.
"Saiki restorane uwis tingkat 2. Sayange nalika aku marang mrana acne mati dadi sumuk. Lan sing nggawe aku gumun, aku ora tau diwenehi struk.","Sekarang restorannya bertingkat 2. Sayangnya ketika saya ke sana acnya mati jadi gerah. Dan yang membuat saya heran, saya tidak pernah dikasih struk."
"Dhewe mara marang restoran iki ing dino mbengi. Wow, panggonane romantis tenan. Lilin, dalan munggah, konsep lesehan ing tengah suwara curug sing cukup cedhak nggawe suasana mangan saya luweh nikmat.","Kami berkunjung ke restoran ini pada malam hari. Wow, tempatnya sangat romantis. Lilin, jalan mendaki, konsep lesehan di tengah suara air terjun yang cukup dekat membuat suasana makan lebih nikmat."
"Panggonan iki nyediakake pirang-pirang panganan, nanging sing aku jajal mesthi wae batagore, panggonane uga resik.","Tempat ini menyediakan beberapa makanan, tapi yang saya coba tentu saja batagornya, tempatnya pun bersih."
Enak. Sing jelas sambel tysonne oke! Mangan nggawe menu apa ae cocok. Siap kepedesen lan timbangan mundak lak mangan ning kene!,Enak. Yang jelas sambal tysonnya oke! Makan pakai menu apa saja cocok. Siap kepedesan dan timbangan naik kalau makan di sini!
"Mangga marani tokone awakdewe dinggo sing dekwingi golek handphone advan, xiaomi redmi 4a lan nokia 150","Silakan kunjungi toko kita buat yang kemarin cari handphone advan, xiaomi redmi 4a dan nokia 150"
Mahasiswa jaman saiki kakehan sambat nanging kurang makarya,Mahasiswa zaman sekarang terlalu banyak mengeluh tapi kurang berkarya
"Menune simpel, pastane akeh pilihan rasane, panggone nyaman, ombene uga akeh pilihane, ana panganan penutupe uga. Tambah jadwal pertunjukan musik kudune ben makin top.","Menunya simpel, pastanya banyak pilihan rasa, tempatnya nyaman, minuman juga banyak pilihan, ada makanan penutup juga. Tambah jadwal live musik harusnya biar makin kece."
Tagihan internetku ora mlebu akal 250% luwih larang kang! Njaluk penjelasan.,Tagihan internet saya enggak masuk akal 250% lebih mahal kakak! Butuh penjelasan.
Kuciwa banget. Pesen lan mbayar tiket motor mabur dilaksanakake jam setengah 1 isuk kanggo penerbangan jam6 isuk. E - tiket ora dikirim. Dumadakan dihubungi via email yen tiket sing uwis dibayar uwis entek jam-jam isuk. Yen tikete entek ngapa egek isa dipesen.,Kecewa banget. Pesan dan bayar tiket pesawat dilakukan jam setengah 1 dini hari buat penerbangan jam6 pagi. E - tiket tidak dikirim. Tiba-tiba dihubungi via email kalau tiket yang sudah dibayar telah habis jam-jam pagi. Kalau tiketnya habis kenapa masih bisa dibooking.
"Miris bin ironis banget, sikape ora berkualitas! Ora layak dadi wakil rakyat 270 yuta populasi penduduk saka sabang sampek merauke!","Sangat miris bin ironis, sikap tidak berkualitas! Tidak layak jadi wakil rakyat 270 juta populasi penduduk dari sabang sampai merauke!"
"Kanggo panganan macem-macem iku mung minyak kakehan tenan, gurame gorenge ora enak amarga ora digoreng garing. Jus sek ditawakna kakehan banyu lan kurang seger","Untuk makanan beragam hanya saja minyak terlalu banyak, gurame goreng tidak enak karena tidak digoreng garing. Juice yang ditawarkan terlalu banyak air dan kurang segar"
"Muga-muga mesti setia ngancani rakyat indonesia saka sabang - merauke, saka kutha sampek pelosok desa.","Semoga selalu setia menemani rakyat indonesia dari sabang - merauke, dari kota sampai pelosok desa."
Toyota manggoni merek mobil sek paling bernilai.,Toyota menduduki peringkat pertama sebagai merek mobil yang paling bernilai.
Maklum padha-padha maling kudu nglindhungi siji liyane. Dadi sek dimasalahake yaiku soal prosedur lan udu substansi sing anggota dewan kecekel nerima sogokan.,Maklum sesama maling harus saling melindungi. Jadi yang dimasalahkan adalah soal prosedur dan bukan substansi bahwa anggota dewan tertangkap tangan terima sogokan.
"Rasane lumayan. Sambela uga enak. Apa meneh disajekne 3 macem model ngono. Terus akeh pilihane seh asline sir mangan apa ning kene. Sir grameh, sir kakap, bawal, kerang, cumi, urang. Rena-rena wes. Asal aja pesen iwak kembung ae. Ora ana ning kene.","Rasanya lumayan. Sambelnya juga enak. Apalagi disajikan 3 macam model begitu. Terus banyak pilihan sih sebenarnya mau makan apa di sini. Mau gurame, mau kakap, bawal, kerang, cumi, udang. Macem-macem deh. Asal jangan pesan ikan kembung saja. Tidak ada di sini."
Saiki aku uwis sengit banget online shop gawean asing kuwi,Sekarang saya sudah terlalu membenci online shop buatan asing itu
"Seko zaman kuliah nganti siki isih doyan wae mangan ing kuis butcher. Enak, kajangkau, panggonane uga kepenak.","Dari zaman kuliah sampai sekarang masih doyan saja makan di kuis butcher. Enak, terjangkau, tempatnya juga nyaman."
"Males mangan oreo, seneng nggawe untu ireng","Malas makan oreo, suka bikin gigi hitam"
"Menu favoritku yaiku sop daging lan ombeane es cincau ireng. Rasane enak, rekomendasi banget.","Menu favorit saya adalah sup daging dan minumannya es cingcau hitam. Rasanya enak, sangat rekomendasi."
