javanese,ground_truth,generated
Sopir gocar teka saka luwar kutha nyang jakarta dinggo golek penumpang ben entuk poin.,Supir gocar datang dari luar kota ke jakarta untuk mencari penumpang demi dapatkan poin.,Sopir gocar duduk dari luar kota di jakarta untuk mencari penumpang biar dapet poin
Ning kene isa metik stroberi dewe lan langsung dibayar lak pas gedhi-gedhi buahe lumayan uga legi stroberine lan ada kulinere pisan isa mangan sing liyane ning kene,Di sini bisa petik stroberi sendiri dan langsung dibayar kalau lagi besar besar buahnya lumayan juga manis stroberinya dan ada kuliner juga bisa makan yang lain di sini,Di sini bisa memetik stroberi langsung dan dibayar saat saat itu juga buah stroberinya cukup mahal juga lagi selain makanan ada kulinernya juga bisa makan yang lain di sini
"Lagek wae mau teka barange, apik kok","Baru saja tadi sampai barangnya, bagus kok","Sama saja kalau mau bawa barangnya, bagus kok"
Bosen banget ndhelok sampah ing dalan kutha palangkaraya,Bosan banget melihat sampah di ruas jalan kota palangkaraya,Bosen banget melihat sampah di jalan kota palangkaraya
Lokasi restoran ing Kemang. Larang lan ora enak. Aja mara mrana deh.,Lokasi restoran di Kemang. Mahal dan tidak enak. Jangan ke situ deh.,Lokasi restoran di Kemang. Selain mahal dan tidak enak. Jangan pernah kemarilah.
Rasa nikmat dipadu karo sambele. Daginge empuk. Rega jumbuh karo sing disajikne. Lokasi gampang ditemokne. Sip pokoke.,Rasa nikmat dipadu dengan sambelnya. Daging empuk. Harga sesuai dengan yang disajikan. Lokasi mudah ditemukan. Sip pokoknya.,Rasa nikmat dipadukan dengan sambalnya. Dagingnya empuk. Harga sesuai dengan yang disajikan. Lokasi mudah ditemukan. Sip pokoke.
Bubur Ahong iki enak dipangan pas mangan wengi. Akeh menu liane sing isa dinikmati liyane bubur. Omah mangan iki rame diparani lan lumayan amba. Bubure uga enak.,Bubur Ahong ini enak dimakan saat makan malam. Banyak menu lainnya yang dapat dinikmati selain bubur. Rumah makan ini ramai dikunjungi dan cukup luas. Buburnya juga enak.,Nasi campur Ahong ini enak digoreng sewaktu makan malam. Banyak menu lain yang bisa dinikmati selain bubur. Rumah makan ini ramai dipenuhi dan agak sempit. Buburnya juga enak.
"Aku marang kene karo pacar, panggonane lumayan amba lan ana area indoor karo ing njabane. Aku njagong ing panggonan indoor sing ana pemandangan marang arah njaba, dadi ana jendela kace. kanggo panganane aku cukup puas. Saka sisi rega tenan padha karo apa sing ditawakake","Saya ke sini sama pacar, tempatnya cukup luas dan ada area indoor sama di luarnya. Saya duduk di tempat indoor yang ada pemandangan ke arah luar, jadi ada jendela kaca. untuk makanan saya cukup puas. Dari sisi harga memang sebanding dengan apa yang ditawarkan","""Saya ke sini bersama pacar, tempatnya lumayan luas dan ada area indoor di sampingnya. Saya duduk di tempat indoor yang ada pemandangan ke arah samping, jadi ada jendela kaca. untuk makanan saya cukup puas. dari sisi harga benar-benar sesuai dengan yang ditawarkan"""
Milih gubernur utawa ora yaiku pilian saban uwong.,Memilih gubernur atau tidak adalah pilihan setiap orang.,Pilih gubernur atau tidak memilih gubernur adalah pilihan setiap orang.
Rasa uwis malih ora kaya mbiyen. Kesane anyep. Kudu ditingkatake cita rasane. Kanggo menu ombean minim banget mung ana soft drink,Rasa sudah berubah tidak seperti dulu. Terkesan hambar. Harus di tingkatkan cita rasanya. Untuk menu minuman sangat minim hanya ada soft drink,Rasa sudah tidak seperti dulu. Kesannya beda. Harusnya ditingkatkan cita rasanya. Untuk menu minumnya minim banget hanya ada soft drink
Sanadyan saiki regane uwes mlonjak munggah nanging percayao yen pesen sega padang bungkus ing singgalang jaya porsine badai tenaaan. Nganti saiki panggonan iki isih dadi salah siji panggonan nikmati masakan padang favoritku.,Meskipun sekarang harganya sudah melonjak naik tapi percayalah kalau pesan nasi padang bungkus di singgalang jaya porsinya badai abiiis. Sampai sekarang tempat ini masih menjadi salah satu tempat menikmati masakan padang favorit saya.,"""Awalnya harganya sudah melonjak naik tapi percaya deh kalau pesan nasi padang bungkus di singgalang jaya porsinya badai tahan. Sampai sekarang tempat ini masih jadi salah satu tempat menikmati masakan padang favorit saya."""
"Bebeke enak, alus, sambele enak. Panggone resik lan lumayan oke.","Bebeknya enak, lembut, sambelnya enak. Tempat bersih dan lumayan oke.","Bebeknya enak, familiar, sambalnya enak. Tempatnya bersih dan lumayan oke."
"Manggon ana ing festival city link mal, resto iki nyajikake panganan cina panganan a la carte lan dimsum. Rasa panganane oke, panggonan uga cukup amba lan akeh keluwarga mangan ana ing kene. Favorite dhewe urang mayonaise.","Terletak di festival city link mal, resto ini menyajikan makanan cina makanan a la carte dan dimsum. Rasa makanan cukup oke, tempat cukup luas juga dan banyak keluarga bersantap di sini. Favorit kami udang mayonaise.","Tempat duduk ada di festival city link mal, resto ini menyajikan makanan cina makanan a la carte dan dimsum. Rasa makanan oke, tempat juga cukup luas dan banyak keluarga makan di sini. Favorit kita daging mayonaise."
Panganan ing rumah sakit tansah ora enak,Makanan di rumah sakit selalu tidak enak,Makanan di rumah sakit tidak enak
"Lak mrene wajib banget tuku terong gorenge, panggone uga enak ana sing lesehan, ngindari jam mangan awan lak sir mrene merga kebeg banget","Kalau ke sini wajib banget beli terong gorengnya, tempatnya juga enak ada yang lesehan, hindari jam makan siang kalau mau ke sini karena penuh banget","Kalau ke sini wajib banget beli terong gorengnya, tempatnya juga enak ada yang lesehan, menghindari jam makan siang kalau ke sini karena kebeg banget"
"Panggone cukup nyaman, ana ning dalan sudirman sing cedek karo pilihan panggen belonjo, lan restone cukup cedek karo panggen iku. Panganane enak, pilihane akeh dadi ora tek malehi. Panggone uga nyaman","Letaknya cukup nyaman, ada di jalan sudirman yang dekat dengan pilihan tempat belanja, dari resto pun cukup dekat ke tempat tersebut. Makanannya enak, pilihannya banyak jadi tidak terlalu membosankan. Tempatnya juga nyaman","Tempatnya cukup nyaman, ada di jalan sudirman yang dekat dengan pilihan makanan, serta restonya cukup dekat dengan tempat tersebut. Makanannya enak, pilihannya banyak jadi tidak terlalu mahal. Tempatnya juga nyaman"""
Resto iki duwe menu sing aneka werna nanging kakean menu China lan halal. Mi ayam jamur lan sega hainane sedep lan direkomendasikake. Bebeke uga enak. Resto iki saiki duwe cabang ing Istana Plaza.,Resto ini punya menu yang beragam tetapi kebanyakan menu China dan halal. Mi ayam jamur dan nasi hainannya sedap dan direkomendasikan. Bebeknya juga enak. Resto ini sekarang punya cabang di Istana Plaza.,"""Resto ini memiliki menu yang beragam namun kebanyakan menu China dan halal. Mi ayam jamur dan nasi Hainannya enak dan direkomendasikan. Bebeknya juga enak. Resto ini sekarang memiliki cabang di Istana Plaza."""
Mampir marang bandung. Nggolek ramen. Sing jarene saiki kekinian. Regane setimpal padha karo rasane. Yen marang bandung maneh mesti mampir maneh.,Mampir ke bandung. Mencari ramen. Yang katanya lagi kekinian. Harganya setimpal sesuai dengan rasanya. Kalau ke bandung lagi pasti mampir lagi.,Mampir ke bandung. Mencari ramen. Yang jara sekarangnya kekinian. Harga setara dengan rasa. Kalau ke bandung lagi pasti mampir lagi.
"Yen ana sing salah karo tindak tanduke aku entuk kok ngomong langsung karo aku, aja ngomong ing mburi. Ora asik kaya ngono. Pengecut!","Kalau ada yang salah dengan tingkah laku aku boleh kok bicara langsung ke aku, jangan bicara di belakang. Tidak asik kayak begitu. Pengecut!","""Kalau ada yang salah dengan tindak tanduk saya sebaiknya bicara langsung dengan saya, jangan di belakang. Tidak asik begitu. Pengecut!"""
Tolong konfirmasi kanggo pangiriman ing alamat panampa sing dileksanakake dina iki utawa dina ngesok mas suwun,Mohon konfirmasi untuk pengiriman ke alamat penerima akan dilakukan hari ini atau esok hari kak terima kasih,Tolong konfirmasi untuk pengiriman di alamat yang dialamatkan kemarin atau hari ini terima kasih
Panggen parkire kurang amba. Lan nganyelne banget lak pas awakdewe mangan terus dikongkon ngge mindahne mobil merga ana wong liya sing bar mangan lan arepe metu kendaraane. Iku ngganggu banget.,Tempat parkirnya kurang luas. Dan menyebalkan banget kalau pada saat kita makan kemudian disuruh untuk memindahkan mobil karena ada orang lain yang selesai makan dan akan keluar kendaraannya. Itu sangat mengganggu.,"Parkingnya kurang luas. Terus masuk keluar mobil terus makin sesak karena ada mobil lain yang bar baru makan dan mau nunggu kendaraan. Itu sangat mengganggu."""
"Ya ngono sih, kesadharan tanggung jawab mahasiswa saiki kuwi kurang tenan. Akeh-akehe ora tanggung jawab kanthi apa sing uwis dadi tugase.","Ya gitu sih, kesadaran akan tanggung jawab mahasiswa sekarang itu kurang sekali. Kebanyakan tidak bertanggung jawab dengan apa yang sudah jadi tugasnya.","Iya sih, kesadaran tanggung jawab mahasiswa sekarang itu kurang mendalam. Banyak-banyak yang tidak bertanggung jawab begitu sudah menjadi tugasnya."
"Sega uduk iki ana ing dalan rajiman lan bukake saka sore nganti mbengi. Menune si cukup sederhana, mung sega uduk lan aneka warna pelengkape. Biasane aku mangan sega udu karo pithik goreng lan sambel, sambele ora patia pedes.","Nasi uduk ini ada di jalan rajiman dan bukanya dari sore sampai malam. Menunya sih cukup sederhana, hanya nasi uduk dan berbagai pelengkapnya. Biasanya saya makan nasi uduk sama ayam goreng dan sambal, sambalnya tidak terlalu pedas.","""Sering kali ini ada di jalan rajiman dan buka dari sore sampai malam. Menunya si cukup sederhana, hanya nasi uduk dan berbagai macam pelengkap. Biasanya aku makan nasi uduk dengan ayam goreng dan sambal, sambalnya tidak terlalu pedas."""
Ngomong-ngomong indomie pisanan ning 2018 ku mambengi tibake enak,Anw indomie pertama di 2018 ku semalam ternyata nikmat,"""Bicara mengenai indomie pesanan pada tahun 2018 saya merasa terbawa kembali kenekannya enak"""
"Saksitike kertu internetku ora kenek digawe padahal kuota lokal e isik, aku manggon ning panggonan sing aktivasi lan kertune uga wis didaftarne.","Minimal kartu internet saya tidak dapat digunakan padahal kuota lokal masih, saya berada di lokasi aktivasi dan kartu juga sudah registrasi","Kesal banget kartu internet saya tidak bisa digunakan padahal kuota lokal sekarang, saya pergi ke tempat yang aktivasi dan kartu saya juga sudah terdaftar"
Hypermart saiki ngenehi diskon 20% kanggo produk seger saben dina senen - kemis kanthi mandiri kartu hypermart,Hypermart sedang memberikan diskon 20% untuk produk segar setiap hari senin - kamis dengan mandiri kartu hypermart,Hypermart saat ini menghadirkan diskon 20% untuk produk segar setiap hari senen - kemis dengan mandiri kartu hypermart
Pengen nesu wae aku karo indosat,Mau marah saja aku sama indosat,"""Pengin banget gue sama indosat"""
Karo ngenteni wektu ganti tahun dhewe njajal marang rene. Dhewe wong loro pesen pirang-pirang sushi. Ombeane milktea karo es krim vanilla nganggo batok krambil. Kanggo sushine lumayan nanging kakehan segane kayane. Nanging rasane enak. Regane kajangkau.,Sambil menunggu waktu pergantian tahun kita coba ke sini. Kita berdua pesan beberapa sushi. Minumannya milktea sama eskrim vanilla dengan batok kelapa. Untuk sushinya lumayan tapi kebanyakan nasinya sepertinya. Tetapi rasanya enak. Harganya terjangkau.,"""Kami menunggu waktu pergantian tahun kami mencoba ke sini. Kami dua orang memesan beberapa sushi. Minuman kami adalah milktea dengan es krim vanilla menggunakan batok bambu. Untuk sushinya lumayan tetapi agak banyak dagingnya sepertinya. Tetapi rasanya enak. Harga terjangkau."""
"Endi laporanku ora diproses-proses. Magu duitku ora bakal dibalikne, padahal pulsa lan kuotaku ilang.","Mana laporan aku tidak diproses-proses. Ragu duit aku akan dikembalikan, padahal pulsa dan kuota aku hilang.","Baru laporanku tidak diproses-proses. Mau uang saya tidak akan dikembalikan, padahal pulsa dan kuota saya hilang."
"Dhewe kuciwa tenan karo pelayanan karyawan lion ing gate a6 bandar udara cengkareng. Aku diapusi, barang rusak lan reged satibane ing tujuan.","Kami sangat kecewa dengan pelayanan karyawan lion di gate a6 bandar udara cengkareng. Saya dibohongi, barang rusak dan kotor tiba tujuan.","Kami sangat kecewa dengan pelayanan petugas lion di gate a6 bandara cengkareng. Saya dipermainkan, barang rusak dan kotor sampai tujuan."
Sing paling nguciwakake yaiku nalika pimpinan ora isa mbedakake lan ora gelem ngerti endi negarawan lan endi politisi kotor,Yang paling mengecewakan adalah ketika pemimpin tak bisa bedakan dan tak mau tahu mana negarawan dan mana politisi kotor,Yang paling mengganggu adalah ketika pemimpin tidak bisa bedakan dan tidak mau mengerti apa beda negarawan dan apa beda politisi kotor
"Bubur iwak pitik sing lumayan rekomendasi ning sekitaran bandung, panggone strategis gampang digoleki, regane ora ngrogoh sak, panggone mesti rame diparani pengunjung mben dina nyambut gawe lan akhir minggu merga rasane sing enak.","Bubur ayam yang lumayan rekomendasi di sekitaran bandung, tempatnya strategis mudah dicari, harganya tidak merogoh kantong, tempatnya selalu ramai didatangi pengunjung setiap hari kerja maupun akhir pekan karena rasanya yang enak.","Bubur ayam bebek yang cukup rekomendasi di sekitaran bandung, tempatnya strategis mudah dicapai, harganya tidak menggores kantong, tempatnya harus ramai dipenuhi pengunjung dari hari kerja hingga akhir pekan karena rasa yang enak."""
"Teka ing panggonan iki kanggo ngaso sakbanjure sayah macet ing lelungan, panganane oke, nanging jajan-jajane mantep, dadi kabayarake.","Mengunjungi tempat ini untuk istirahat setelah cape macet di perjalanan, makanan oke, tapi kue-kuenya mantap, jadi terbayarkan.","Datang ke tempat ini bagi jalan pulang malam hari saya macet di antrian, makanannya enak, tetapi makanan ringan-makannya mantap, jadi terbayar banget."""
"Terus aku sia-sia no nganyari nomer hape paling anyar nyang pelayanan pelanggan cabang bni lak data ning bni isik nomer hape lawas, piye seh pelayanane!","Lalu saya percuma dong update nomor telepon genggam terbaru ke pelayanan pelanggan cab bni kalau data di bni masih nomor handphone lama, bagaimana sih pelayanannya!","Terus saya sia-sia tidak mendapatkan nomer hape paling baru yang pelayanan pelanggan cabang bni saat data di bni ini nomer hape lama, gimana sih pelayanan!"
"Aku wis kerep mara nikmati panganan ning roemah nenek. Aku seneng karo kahanane sing nyaman dinggo mangan bareng keluarga. Ning dina-dina tertentu ana tontonan musik langsung. Panganane uga nduwe pilian sing rena-rena saka tradisional, asia, sampek panganan kidulan","Saya sudah sering kali datang menikmati makanan di roemah nenek. Saya suka dengan suasananya yang nyaman untuk makan bersama keluarga. Di hari-hari tertentu ada hiburan live musik. Makanannya pun punya pilihan yang beragam dari yang tradisional, asia, sampai makanan barat","Saya sudah beberapa kali berkesempatan menikmati makan di rumah nenek. Saya suka dengan suasana yang nyaman untuk berkumpul berama keluarga. Pada hari-hari tertentu ada pertunjukan musik langsung. Makanannya juga memiliki pilihan yang beragam dari tradisional, asia, sampai makanan barat."
"Akeh wong sing ora seneng nggo berobat nyang dokter. Ora mung kerna mbayare sing relatif lumayan larang dingge separone wong, nyang dokter ora selawase isa marekne. Akeh dokter sing salah diagnosis. Apa penting utawa wis lumrah, toh dokter uga manungsa.","Banyak orang yang kurang suka untuk berobat ke dokter. Selain biaya yang relatif cukup mahal bagi sebagian orang, ke dokter tak selamanya bisa menyembuhkan. Banyak dokter yang salah diagnosa. Pentingkah ataukah sudah lumrah, toh dokter juga manusia.","""Banyak orang yang tidak suka pergi berobat ke dokter. Bukan cuma karena biayanya yang relatif agak mahal bagi sebagian orang, dokter tidak selalu bisa memprediksikannya. Banyak dokter yang salah diagnosis. Apa penting atau sudah lumrah, toh dokter juga manusia."""
"Pelayanane apik, panggen parkir lumayan amba, kebon stroberi amba lan akeh stroberi sing wis cukup abang nggo dipethil. Panganan ning restoran rena-rena banget, rasane enak, sambel stroberine unik lan enak. Sega liwet stroberi kudu dijajal. Sejauh iki kabeh menu sing tak pangan ora ana sing nggarai gela rekomendasi banget dinggo dolane keluarga","Pelayanan baik, tempat parkir cukup luas, kebun stroberi luas dan banyak stroberi yang sudah cukup merah untuk dipetik. Makanan direstoran sangat beragam, rasanya enak, sambal stroberinya unik dan enak. Nasi liwet stroberi harus dicoba. Sejauh ini semua menu yang saya makan tidak ada yang mengecewakan sangat rekomendasi untuk wisata keluarga","""Pelayanan baik, ruang parkir cukup luas, kebun stroberi luas dan banyak stroberi yang sudah cukup besar buat dipetik. Makanan di restoran-restoran terbilang enak, rasa sambal stroberi unik dan enak. Segar lidah stroberi wajib dicoba. Sejauh ini semua menu yang saya makan tidak ada yang membuat kecewa rekomendasi sangat cocok buat berkunjung keluarga"""
