source_text,target_text
"Translate Sundanese to Indonesian: Sanajan teu kantos nampi gubug tepi sawah, mung pesona sareng merenahna tuang di gubug sanes teu janten nilai minus kanggo tempat tuang ieu. Seueur gubug nu merenah kanggo dijantenkeun tempat tuang, kualitas tuangeunna ge super sareng raos. Cobian lauk bakar daun, wangi, lada sareng raos pisan.","Meski tidak pernah mendapatkan gubug tepi sawah, namun pesona dan kenyamanan makan di gubug lain tak menjadi nilai minus bagi tempat makan ini. Banyak gubug yang nyaman untuk dijadikan tempat bersantap, kualitas makanannya pun super dan enak. Coba ikan bakar daun, wangi, pedas dan sedap sekali."
Translate Sundanese to Indonesian: Mung perkawis tuangeun nu raos-raos sigana ieu rajana. Teu tuangeun nu mantap hungkul mung suasana ge haneut pisan komo sareng kulawargi atawa rerencangan. Lagu-laguna oge ngahibur pisan.,Kalau urusan makanan yang enak-enak sepertinya inilah rajanya. Bukan hanya makanan yang mantap tapi suasananya pun semakin hangat apalagi bersama keluarga atau teman. Lagu-lagunya juga menghibur banget.
"Translate Sundanese to Indonesian: Tos sababaraha kali tuang di tempat ieu. Menu nyaeta menu khas sunda, utamana disayogikeun menu nu atos jarang kapanggih di rumah makan nu sanes di bandung. Rasa tuangeunna, raos pisan.","Sudah beberapa kali makan di tempat ini. Menu merupakan menu khas sunda, terutama tersedia menu yang sudah jarang ditemukan di rumah makan lainnya di bandung. Rasa makanan, sungguh lezat"
Translate Sundanese to Indonesian: Masyarakat tos bosen ngadangu obrolan politikus upami sae naha henteu nyarios alus. Naha sagala anu dilakukeun pamarentah. Sadayana teu aya alusna.,Rakyat sudah jenuh mendengar ocehan politikus jika baik kenapa tidak katakan baik. Kenapa semua yang dilakukan pemerintah. Semuanya tidak ada baiknya.
"Translate Sundanese to Indonesian: Ngantosan mal istana plaza buka dina enjing dinten, saena mah mampir di mangkok ayam di pelataran lantai 1 istana plaza, rupi-rupi menu pilihan tuangeun indonesia, chinese food, aya. Saena dicobi mi ayam rica puas pisan sabari inum kopi dina enjing dinten.","Menunggu mal istana plaza buka di pagi hari, sebaiknya mampir di mangkok ayam di pelataran lantai 1 istana plaza, berbagai macam menu pilihan indonesia food, chinese food tersedia. Sebaiknya dicoba mi ayam rica sungguh sangat puas sembari minum kopi di pagi hari."
"Translate Sundanese to Indonesian: Tuang di dieu cekap nikmat kusabab menuna rupi-rupi, ti mimiti menu indonesia, asia, nepi tiongkok. Ku kituna tiasa nyobian rasa nu rupi-rupi. Rasana oge teu kawon raos. Tempatna cekap merenah, pelayananna ge enggal. ","Makan di sini cukup nikmat karena menunya beragam, dari mulai menu indonesia, asia, hingga tiongkok. Sehingga bisa mencoba rasa yang beragam. Rasanya juga tidak kalah enak. Tempatnya cukup nyaman, pelayanannya pun cepat"
Translate Sundanese to Indonesian: Dahar di luhureun gunung sareng pamandangan lampu kota ti wengi teh endah pisan. Dahareunana oge raoseun hargina standar sapertos kafe nu sanesna.,Makan di atas gunung degan pemandangan lampu kota kalau malam sangat indah. Makanannya juga enak harga standar seperti kafe yang lain.
"Translate Sundanese to Indonesian: Saleresna rada lucu oge sih ka bandung, mung ning tuang pizza hut. Ngan kusabab nuju hoyong pizza. Rasana teu benten sareng nu di Jakarta.","Sebenarnya agak lucu juga sih ke bandung, tapi kok makan pizza hut. Hanya karena lagi ingin pizza. Rasanya tidak berbeda dengan yang di Jakarta."
"Translate Sundanese to Indonesian: baheula resep pisan tuang di dieu dina sami waktosna di Jakarta, nembe terang yen aya oge di Bandung. Tempatna sae pisan. Aya seueur pilihan suasana anu tiasa dipilih, naha di luar, di jero rohangan, ngaroko atanapi henteu, aya tempat pikeun sadaya jinis tamu. Dahareunana oge raos. Siga pasta-pasta ala urang Indonesia.","Dulu suka banget makan di sini waktu sama di jakarta, baru tahu kalau di bandung juga ada. Tempatnya enak banget. Banyak pilihan suasana yang bisa dipilih, mau di luar, indoor, merokok atau ngge tidak, ada tempat buat segala jenis pengunjung. Makanannya juga enak sih. Ya pasta-pasta ala orang indonesia."
Translate Sundanese to Indonesian: Keur naon maneh sakola luhur-luhur mung nyarios kawas anying ngagonggong,Untuk apa kau sekolah tinggi-tinggi tapi ngomong macam anjing menggonggong.
"Translate Sundanese to Indonesian: Sae sareng merenah tempat, tempatna direkomendasikeun pisan kanggo tuang wengi. Sumping sareng pasangan dilayanan ku mbak dela, dijelaskeun ditel sareng darehdeh pisan. Menuna rupi-rupi sareng raos, sawaktos sumping abdi sareng pasangan nyobian menu lokal sareng asingna, duanana sami-sami raos. Kanggo saran hungkul, tong sumping ka tempat ieu, tiasa-tiasa kalahka bolak-balik sumping, hehehehe. Pamandanganna luar biasa.","Bagus dan nyaman tempat, tempatnya rekomendasi banget buat makan malam. Datang sama pasangan dilayani sama mbak dela, dijelaskan detail dan ramah banget. Menunya variatif dan enak, pas datang saya sama pasangan nyobain menu lokal dan asingnya, keduanya sama-sama enak. Buat saran saja, jangan datang ke tempat ini, bisa-bisa malah bolak balik datang, hehehehe. Pemandangannya luar biasa."
"Translate Sundanese to Indonesian: Kanggo nu resep amis, cobi sangu hayam supana. Upami teu resep, cobi pilih sangu lauk asin. Nu kakoncara satena, disajikeun di luhur piring panas. Pilihan sanes nu seueur dipesen nyaeta tahu goreng.","Buat yang suka manis, coba nasi ayam jamurnya. Kalau tidak suka, coba pilih nasi ikan asin. Yang terkenal satenya, disajikan di atas piring panas. Pilihan lain yang banyak dipesan adalah tahu goreng."
Translate Sundanese to Indonesian: Abdi resep pisan tuang di dieu. Pangaosna teu awis teuing sareng rasana raos. Nu pang resepna abdi jamur panggangna. Kejuna seueur sareng lembut. Unggal kali ka dieu tangtu mesen ieu.,Saya suka sekali makan di sini. Harganya tidak terlalu mahal dan rasanya enak. Yang paling saya suka jamur panggangnya. Banyak kejunya dan lembut. Tiap kali ke sini pasti order ini.
"Translate Sundanese to Indonesian: Dina restoran eta aya seeur pilihan tuangeun, mimiti ti nu mirah nepi nu awis","Di restoran itu tersedia banyak pilihan makanan, mulai dari yang murah hingga yang mahal"
Translate Sundanese to Indonesian: Tempat nu merenah sareng alami kanggo nyandak kulawargi relaks suasana pedesaan alami. Ngeunalkeun murangkalih ka alam,Tempat yang nyaman dan alami untuk membawa keluarga relaks suasana pedesaan alami. Mengenalkan anak pda alam
"Translate Sundanese to Indonesian: Tos samiwon ieu pdam di daerah arurang teu ngalir, kunaon stok cai pdam seep. Tanggung jawab atuh","Sudah seminggu ini pdam di daerah kami tidak mengalir, apa stok air pdam habis. Tanggung jawab dong"
Translate Sundanese to Indonesian: Gawe ti isuk nika isuk deui teh ngan bakal nyiksa diri sorangan. Jadi teu kudu leuleuwihan lamun soal pagawean.,Kerja dari pagi sampai pagi lagi itu cuma bakal menyiksa diri sendiri. Jadi tidak usah berlebihan kalau soal kerjaan.
"Translate Sundanese to Indonesian: Rasa kadaharanana teu saawis pangaosna. Kaawisan pikeun pangunjung kulawarga, grup babaturan atawa bisnis.","Rasa makanan tidak semewah harganya. Overpriced untuk pengunjung keluarga, grup teman atau bisnis."
"Translate Sundanese to Indonesian: Upami mampir ka Sukabumi, tong hilap ngaraosan bubur hayam hamid. Asli, ngeunah pisan, beda jeung bubur hayam di tempat sejen. Suwiran hayamna lumayan seeur, bumbuna oge karaos pisan, komo lamun dituang ditambihan ku sate ampela atawa peujit. Dijamin katagihan!","Kalau mampir ke sukabumi, jangan lupa nyicip bubur ayam hamid. Asli, enak banget, beda dengan bubur ayam di tempat lain. Suiran ayamnya lumayan banyak, bumbunya juga terasa banget, apalagi jika kita makannya ditambah sate ampela atau usus. Dijamin bakal ketagihan!"
Translate Sundanese to Indonesian: Tulunglah pihak telkomsel dibenerkeun pangaos-pangaos paket internetna pangaosna salangit.,Tolonglah pihak telkomsel di revisi harga-harga paket internetnya harganya selangit.
Translate Sundanese to Indonesian: Nu dipikahormat hapunteun respon pesen abdi. Haturnuhun,Yang terhormat tolong dong respon pesan saya. Terima kasih
Translate Sundanese to Indonesian: Lain ngan saukur namina swike waled. Rasana sami raosna sareng anu di kampung waled cirebon kuah taucona asinna pas. Swieke gorengna oge raos. Ngan hargana rada mahal dibandingkeun sareng swike di cirebon.,Bukan hanya namanya saja swike waled. Rasanya sama enaknya dengan yang di desa waled cirebon kuahnya tauconya asinnya pas. Swieke gorengnya juga enak. Cuma harganya agak mahal dibanding swike di cirebon.
Translate Sundanese to Indonesian: Kengingkeun hardisk ku harga promo pikeun unggal order jasa ngeusian hardisk 1 TB pinuh,Dapatkan hardisk dengan harga promo untuk setiap pemesanan jasa isi hardisk penuh 1 tb
"Translate Sundanese to Indonesian: Restoran unik kalayan menu nasi gorengna nu unik oge. Nasi gorengna disajikeun tingkat lada anu bareda. Upami anjeun resep kana tuangeun lada kedah nyobian nasi goreng di dieu. Salaku tambahan, nasi gorengna disayogikeun kalayan sababaraha jinis resep sapertos ebi, kemangi, kecap amis, rempah-rempah rahasia sareung campuran kencur. Unggal porsi dilayanan kalayan takaran anu leres. Harga per porsina dimimitian ti rp 13,000 - rp 21,000. Palayananna ngeunaheun pisan.","Restoran unik dengan menu nasi goreng yang unik pula. Nasi goreng disajikan dengan level kepedasan yang berbeda-beda. Anda penggemar pedas harus mencoba nasi goreng di sini. Selain itu, nasi goreng disajikan dengan berbagai resep seperti dengan ebi, kemangi, kecap manis, bumbu rahasia sampai dengan campuran kencur. Per porsi disajikan dengan takaran yang pas. Harga per porsinya mulai rp 13. 000 - rp 21. 000. Pelayanan sangat menyenangkan."
Translate Sundanese to Indonesian: Nganggo telkomsel hoyong ambek wae babagi capture kirang ti 100 kb muter wae teras kalahka gagal. Mung dipompakan nyariosna jaringan teu aya masalah.,Pakek telkomsel pengin marah terus hanya berbagi capture kurang dari 100 kb muteer terus berujung gagal. Tetapi kalau dipompakan bilangnya jaringan tidak bermasalah.
"Translate Sundanese to Indonesian: Dagoan weh, pasti dipasihan. Biasana ge maksimal saminggon","Ditunggu saja, pasti dikasih. Biasa maksimal seminggu kok"
"Translate Sundanese to Indonesian: Raos, tempatna bersih merenah, sareng tuangeun nu disayogikeun ge rupi-rupi. Salian eta, tempatna nu aya di kota ngajadikeun tempat reureuh jalmi-jalmi nu balanja sareng didamel kantoran. Hargina kintun awis mung setara ku raosna.","Enak, tempatnya bersih nyaman, dan makanan yang disajikan pun bervariasi. Selain itu tempatnya yang berada di kota menjadikan tempat istirahat orang-orang yang berbelanja dan pekerja kantoran. Harganya memang mahal tapi setara dengan rasanya"
"Translate Sundanese to Indonesian: Pilarian we di bukalapak. Mung kepepet, tiasa nganggo nu gaduh redmi 4a.","Cari di bukalapak saja. Kalau kepepet, sementara bisa gunakan punya redmi 4a."
"Translate Sundanese to Indonesian: Tuangeunna lumayan, mung aya palayan nu rada jorok we janteun kirang merenah. Kanggo tuangeun rada enggal nya supados teu kalaparan konsumen. Keneh seueur nu kudu ditingkatkeun.","Makannya lumayan, tapi ada pelayan yang agak jorok saja jadi kurang nyaman. Untuk makanan agak cepat ya agar tidak kelaparan konsumen. Masih banyak yang harus ditingkatkan."
"Translate Sundanese to Indonesian: Panginten nembe tabuh 4 sonten dina dinten kemis. Abdi sareng rerencangan abdi hoyong coffe break. Abdi hilap arurang mesen inuman naon wae waktos eta, ngan nu abdi emut nyaeta dina sawaktos milih menu a, disauran ku palayanna tos seep. Tuluy arurang milih menu b,. Eh tos seep oge. Ahirna kapaksa milih menu nu sanes. Cekap ngeheulkeun.","Padahal baru jam 4 sore di hari kamis. Saya dan teman saya mau coffe break. Saya lupa kami pesan minuman apa waktu itu, hanya yang saya ingat adalah pada saat pilih menu a, dibilang dengan pelayannya sudah habis. Lalu kami pilih menu b,. Eh sudah habis juga. Akhirnya terpaksa memilih menu lain. Cukup menyebalkan."
"Translate Sundanese to Indonesian: Upami di dieu dagingna langkung raos, bumbuna ge langkung karaos ti nu di ditu,  pangaosna oge teu langkung teuing.","Kalau di sini dagingnya lebih enak, bumbunya sih lebih berasa yang di sana, harganya juga tidak beda jauh."
"Translate Sundanese to Indonesian: Tempat nu endah tur romatis ku pamandangan kota bandung ku kelap-kelip lampuna nu mirip sareng rebuan cahaya lilin ti peuting jeung hawa tiis pagunungan,. Sumawonten tuangeun nu raos haneut sareng tampilan nu ngagoda pisan. Wah lebar pisan upami kaliwat. ","Tempat yang indah dan romantis dengan pemandangan kota bandung dengan kerlip lampunya yang mirip dengan ribuan cahaya lilin di malam hari serta hawa dingin pegunungan,. Apalagi hidangan yang lezat hangat dan penampilan yang sangat menggoda. Wah sangat sayang jika dilewatkan."
Translate Sundanese to Indonesian: Panasaran ka dieu teh kumargi unggal ngalangkung tol osok ningali iklanna di jalan. Sawaktos ka ditu nyatana tempatna teh condong kana biasa wae. Ka ditu nuju wengi-wengi ditambih hujan deuih janteun sok rada becek.,Penasaran ke sini karena tiap melewati tol selalu melihat iklannya di jalan. Pas ke sana ternyata tempatnya cenderung biasa saja. Ke sana pas malam-malam plus hujan juga jadi agak becek.
"Translate Sundanese to Indonesian: Resto ieu cekap lega, suasanana nyenengkeun pisan, pangunjung tiasa ningali pamandangan kota bandung. Menu tuangeun barat sareng tuangeun indonesia. Pangaosna cocog ka kualitas sareng palayanan.","Resto ini cukup luas, suasana sangat menyenangkan, pengunjung dapat melihat pemandangan kota bandung. Menu makanan barat dan indonesian makanan. Harga sesuai kualitas dan pelayanan."
Translate Sundanese to Indonesian: Bogor bade dipimpin deui ku bima arya.,Bogor akan dipimpin kembali oleh bima arya.
"Translate Sundanese to Indonesian: Sasih Januari abdi atos ka galeri Indosat pikeun ngadaptar kartu, saur mbakna anu kagungan kantong eta, parantos didaptarkeun saurna, naha kamari kuring henteu tiasa nelepon sareng sms sabab diblokir jeung henteu didaptarkeun. Naon atuh kahayangna? Hatur nuhun kana layanan anu excellent pisan.","Bulan januari saya sudah ke galeri indosat untuk registrasi kartu, kata mbaknya yang tas, sudah teregistrasi kok, tapi kemarin tidak bisa telepon dan sms karena diblokir belum registrasi. Maunya apa coba? Terima kasih atas layanannya yang excellent sekali."
"Translate Sundanese to Indonesian: Abdi nyobian suis butcher di suis butcher stiabudhi, abdi oge nyobian suis butcher di jalan. Riau. Abdi leuwih resep suasana di suis butcher setiabudi anu henteu rame teuing, sareng tempatna oge ngeunaheun keur ngobrol. Kadaharan anu kuring resep tenderloin, salad, frencfries, sareng tiramisuna. Pangaos  sareng rasana sabanding, wajar deui sareng palayanan na lumayan gancang.","Saya mencoba suis butcher di selai di suis butcehr di stiabudhi, saya juga mencoba suis butcher di jalan. Riau. Saya lebih menyukai suasanan di suis butcher di setiabudi yang tidak terlalu ramai, dan enak tempatnya buat ngobrol. Makanannya saya suka tenderloin, salad, frencfries, dan tiramisunya. Harga dan rasa sebanding kok, so setimpal sekali pelayanannya juga lumayan cepat."
"Translate Sundanese to Indonesian: Wifi di dieu eror wae, tuangeun sareng inuman cekap awis, lumpiah goreng asin pisan, teh susu sakedik raos hungkul, lami pisan kanggo pesenan","Wifi di sini selalu eror, makanan dan minuman agak mahal, lumpiah goreng asin sekali, teh susu hanya sedikit enak, lama sekali untuk pesanan"
"Translate Sundanese to Indonesian: Hayang ka hotel nu di mongkok Hongkong, teu aya! Sasih Juni kamari, kuring pesen sareng parantos mayar 2 kamar. Tapi hotelna teu kapanggih.","Mau ke hotel yang di mongkok hongkong, tidak ada! Bulan juni lalu, saya booked dan sudah bayar untuk 2 kamar. Tapi hotel tidak ditemukan."
Translate Sundanese to Indonesian: Tibatan raribut ngeunaan barang flash sale leuwih alus maen poker online.,Daripada ribut-ribut soal barang flash sale mending main poker online.
"Translate Sundanese to Indonesian: Roti Unyil, toko kue nu nyayogikeun rupi-rupi jinis roti / kue ku ukuran alit, kasohor pisan di Bogor sareng Bandung.","Roti Unyil, toko kue yang menyediakan berbagai macam roti / kue dengan ukuran kecil, sangat dikenal di Bogor dan Bandung."
"Translate Sundanese to Indonesian: Hoyong ngabantosan masihan infona, mung kuota internet abdi kawatas.","Ingin bantu kasih hubungan infonya, tapi kuota internet saya terbatas."
"Translate Sundanese to Indonesian: Abdi sapamadegan, acara eta kudu dileungitkeun, seueur acara nu teu aya guna. Jalmi-jalmi anu dilebet acarana ge tingkahna sapertos jalmi nu teu sakola wae.","Saya sependapat, acara tersebut harus dihilangkan, banyak acara yang tidak berguna. Orang-orang dalam acaranya pun bertingkah seperti orang tidak sekolah saja."
